item_id,product_type,name,asset_class_std,region_std,risk_grade,risk_available,expense_ratio,expense_ratio_available,expense_ratio_source,aum,aum_available,return_1y,return_1y_available,as_of_date,source_table,source_row_key
KR6000112E61,BOND,스탠다드차타드은행24-06-단(콜)02-28(콜),BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000112E61
KR6000112E95,BOND,스탠다드차타드은행 24-09-단(콜)02-30(콜),BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000112E95
KR6000112EA5,BOND,스탠다드차타드은행24-10-단(콜)02-31(콜),BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000112EA5
KR6000112F11,BOND,스탠다드차타드은행25-01-단(콜)02-20(콜),BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000112F11
KR6000112F29,BOND,스탠다드차타드은행25-02-이02-27,BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000112F29
KR6000112F37,BOND,스탠다드차타드은행25-03-단(콜)02-28(콜),BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000112F37
KR6000112F94,BOND,스탠다드차타드은행25-09-이(콜)02-25(콜),BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000112F94
KR6000113110,BOND,SC제일은행11-01이04-18(변/콜),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000113110
KR60001131B4,BOND,SC제일은행11-11-단03-24(콜),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60001131B4
KR6000113243,BOND,스탠다드차타드은행12-04이03-30 (콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000113243
KR6000113276,BOND,한국스탠다드차타드은행12-07-단(콜)03-20 (콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000113276
KR6000113318,BOND,한국스탠다드차타드은행 13-01-이(콜)02-21 (콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000113318
KR6000113326,BOND,스탠다드차타드은행13-02-단(콜)03-26(콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000113326
KR6000113342,BOND,스탠다드차타드은행 13-04단02-22(콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000113342
KR6000113367,BOND,스탠다드차타드은행 13-06-이03-07 (콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000113367
KR6000113375,BOND,스탠다드차타드은행 13-07-이02-04(콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000113375
KR6000113383,BOND,스탠다드차타드은행 13-08-이04-23 (콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000113383
KR6000113391,BOND,스탠다드차타드은행 13-09-이(콜)03-09(콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000113391
KR6000113425,BOND,스탠다드차타드은행 14-02-단(콜)03-10 (콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000113425
KR6000113466,BOND,스탠다드차타드은행14-06-단03-20(콜),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000113466
KR6000113524,BOND,스탠다드차타드은행 15-02-단03-24(콜),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000113524
KR6000113557,BOND,스탠다드차타드은행 15-05이(콜)01-14(콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000113557
KR6000113565,BOND,스탠다드차타드은행 15-06-단(콜)02-08(콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000113565
KR6000113573,BOND,스탠다드차타드은행15-07-단(콜)03-20,BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000113573
KR6000117319,BOND,스탠다드차타드은행13-01-단(콜)09-28(콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000117319
KR6000113581,BOND,스탠다드차타드은행 15-08-단(콜)03-28(콜),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000113581
KR60001135B5,BOND,스탠다드차타드은행 15-11-단(콜)03-10(콜),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60001135B5
KR6000113E60,BOND,스탠다드차타드은행24-06-단(콜)03-28(콜),BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000113E60
KR6000114118,BOND,SC제일은행11-01이05-18(변/콜),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000114118
KR6000114324,BOND,스탠다드차타드은행13-02-단(콜)04-26(콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000114324
KR6000114332,BOND,스탠다드차타드은행 13-03-단04-25 (콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000114332
KR6000114340,BOND,스탠다드차타드은행 13-04-이03-23(콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000114340
KR6000114357,BOND,스탠다드차타드은행 13-05-이04-14 (콜/변),BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000114357
KR6000114373,BOND,스탠다드차타드은행 13-07-이03-05(콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000114373
KR6000114381,BOND,스탠다드차타드은행 13-08-단05-23 (콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000114381
KR6000114399,BOND,스탠다드차타드은행 13-09-이04-17 (콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000114399
KR60001143A1,BOND,스탠다드차타드은행 13-10-이03-22 (콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60001143A1
KR6000114423,BOND,스탠다드차타드은행 14-02-단(콜)04-18(콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000114423
KR6000114555,BOND,스탠다드차타드은행 15-05-단(콜)04-22(콜),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000114555
KR6000114563,BOND,스탠다드차타드은행 15-06-단(콜)04-18(콜/변),BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000114563
KR60001145B4,BOND,스탠다드차타드은행 15-11-단(콜)04-20(콜),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60001145B4
KR6000114852,BOND,스탠다드차타드은행 18-05-이(콜)03-25,BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000114852
KR6000115198,BOND,SC제일은행11-09-단05-28(콜),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000115198
KR6000115313,BOND,한국스탠다드차타드은행 13-01-이(콜)03-23 (콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000115313
KR6000115321,BOND,스탠다드차타드은행13-02-단05-28(콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000115321
KR6000115339,BOND,스탠다드차타드은행 13-03-이05-28(콜),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000115339
KR6000115347,BOND,스탠다드차타드은행 13-04-이5-23 (콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000115347
KR6000115354,BOND,스탠다드차타드은행 13-05-이07-23(콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000115354
KR6000115370,BOND,스탠다드차타드은행 13-07-단(콜)04-09(콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000115370
KR6000115388,BOND,스탠다드차타드은행 13-08-단03-26(콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000115388
KR60001153A0,BOND,스탠다드차타드은행 13-10-이(콜)04-24(콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60001153A0
KR6000115560,BOND,스탠다드차타드은행 15-06-단(콜)05-19(콜),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000115560
KR60001155B3,BOND,스탠다드차타드은행 15-11-단(콜)05-30(콜/변),BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60001155B3
KR6000116113,BOND,SC제일은행11-01이06-26(변/콜),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000116113
KR6000116212,BOND,스탠다드차타드은행12-01이05-20 (콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000116212
KR6000116311,BOND,한국스탠다드차타드은행 13-01-이(콜)07-25(콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000116311
KR6000116378,BOND,스탠다드차타드은행 13-07-이(콜)05-09(콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000116378
KR60001163A9,BOND,스탠다드차타드은행 13-10-이06-30(콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60001163A9
KR6000116568,BOND,스탠다드차타드은행 15-06-단(콜)06-29(콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000116568
KR6000117350,BOND,스탠다드차타드은행 13-05-이08-24 (콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000117350
KR6000117376,BOND,스탠다드차타드은행 13-07-이07-10(콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000117376
KR6000118317,BOND,스탠다드차타드은행 13-01-이(콜)05-30(콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000118317
KR6000118341,BOND,스탠다드차타드은행 13-04-단09-30(콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000118341
KR60001190A2,BOND,SC제일은행10-10이09-29(변/콜),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60001190A2
KR6000119315,BOND,스탠다드차타드은행 13-01-이(콜)08-31(콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000119315
KR6000119349,BOND,스탠다드차타드은행 13-04-이08-30(콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000119349
KR6000119356,BOND,스탠다드차타드은행 13-05-단(콜)05-29(콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000119356
KR6000119372,BOND,스탠다드차타드은행 13-07-이09-16 (콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000119372
KR600011A373,BOND,스탠다드차타드은행 13-07-이(콜)10-18(콜/변),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR600011A373
KR600011B355,BOND,스탠다드차타드은행 13-05-이(콜)06-30(콜/변),BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR600011B355
KR60001218C7,BOND,CJ대한통운 94(사모/콜/후),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60001218C7
KR6000121931,BOND,CJ대한통운 95(사모/콜/후),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000121931
KR6000121A98,BOND,CJ대한통운97(사모),BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000121A98
KR6000121C47,BOND,CJ대한통운99-1,BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000121C47
KR6000121D20,BOND,CJ대한통운100-1,BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000121D20
KR6000121E37,BOND,CJ대한통운101(신종)(사모/콜/후),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000121E37
KR6000121EB4,BOND,CJ대한통운102-1 (신종)(사모/콜/후),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000121EB4
KR6000121F44,BOND,CJ대한통운103-1,BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000121F44
KR6000122B21,BOND,CJ대한통운98-2,BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000122B21
KR6000122C46,BOND,CJ대한통운99-2,BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000122C46
KR6000122D29,BOND,CJ대한통운100-2,BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000122D29
KR6000122EB2,BOND,CJ대한통운102-2 (신종)(사모/콜/후),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000122EB2
KR6000122F43,BOND,CJ대한통운103-2,BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000122F43
KR6000122G26,BOND,CJ대한통운104-1,BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000122G26
KR6000123861,BOND,CJ대한통운 93-3,BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000123861
KR6000123B20,BOND,CJ대한통운98-3,BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000123B20
KR6000123D28,BOND,CJ대한통운100-3,BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000123D28
KR6000123F42,BOND,CJ대한통운103-3,BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000123F42
KR6000123G25,BOND,CJ대한통운104-2,BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000123G25
KR6000124G24,BOND,CJ대한통운104-3,BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000124G24
KR6000141C19,BOND,하이트진로홀딩스172,BOND,KR,4.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000141C19
KR6000141C68,BOND,하이트진로홀딩스 173(사모),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000141C68
KR6000141E90,BOND,하이트진로홀딩스175-1,BOND,KR,4.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000141E90
KR6000142E24,BOND,하이트진로홀딩스174(사모),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000142E24
KR6000142E99,BOND,하이트진로홀딩스175-2,BOND,KR,4.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000142E99
KR6000142F98,BOND,하이트진로홀딩스176,BOND,KR,4.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000142F98
KR6000151D56,BOND,두산308(사모/콜),BOND,KR,3.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000151D56
KR6000151D72,BOND,두산309,BOND,KR,3.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000151D72
KR6000151E71,BOND,두산311-1,BOND,KR,3.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000151E71
KR6000152C15,BOND,두산307-2,BOND,KR,3.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000152C15
KR6000152E39,BOND,두산310-1,BOND,KR,3.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000152E39
KR6000152E70,BOND,두산311-2,BOND,KR,3.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000152E70
KR6000152F12,BOND,두산312-1,BOND,KR,3.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000152F12
KR6000153E38,BOND,두산310-2,BOND,KR,3.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000153E38
KR6000153F11,BOND,두산312-2,BOND,KR,3.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000153F11
KR60001B1EC5,BOND,가양가양제오차 1(사모),BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60001B1EC5
KR60001D1F39,BOND,대신글로벌리츠위탁관리부동산투자회사1,BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60001D1F39
KR60001D2F38,BOND,대신글로벌리츠위탁관리부동산투자회사2,BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60001D2F38
KR60001N1F95,BOND,아이비검단제일차 2(사모/콜/강제),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60001N1F95
KR60001Y1EC8,BOND,이에스인베스트먼트제삼차1(사모),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60001Y1EC8
KR6000211A81,BOND,DL이앤씨 265(사모),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000211A81
KR6000211C55,BOND,DL267,BOND,KR,4.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000211C55
KR6000212A56,BOND,DL케미칼 264-2,BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000212A56
KR6000212A80,BOND,DL이앤씨 266(사모),BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000212A80
KR6000221A48,BOND,유유제약29CB(사모/전환/풋),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000221A48
KR6000221B62,BOND,유유제약30CB(사모/전환/풋),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000221B62
KR6000222D51,BOND,유유제약 31CB(사모/전환/풋),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000222D51
KR6000231CB5,BOND,일동홀딩스 1CB(사모/전환),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000231CB5
KR6000251F95,BOND,삼천당제약4EB(사모/교환),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000251F95
KR6000272A46,BOND,기아자동차283-2,BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000272A46
KR6000272B37,BOND,기아자동차284-2(녹),BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000272B37
KR6000273A45,BOND,기아자동차283-3,BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000273A45
KR6000273B36,BOND,기아자동차284-3(녹),BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000273B36
KR60002D1F60,BOND,브이에이디씨제일차1,BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60002D1F60
KR60002F1F32,BOND,키스이제이제십일차1(사모/콜/후),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60002F1F32
KR60002J1EC6,BOND,비보존홀딩스 2EB(사모/교환/풋),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60002J1EC6
KR60002J1F67,BOND,비보존홀딩스 3EB(사모/교환/풋),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60002J1F67
KR60002K1EC3,BOND,링스켑코리아1-1(사모/콜),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60002K1EC3
KR60002K1F81,BOND,링스켑코리아 2-1(사모/콜),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60002K1F81
KR60002R1EC6,BOND,에스알 1CB(사모/전환/풋),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60002R1EC6
KR60002R1FA7,BOND,코닉세미텍 2CB(사모/전환/풋),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60002R1FA7
KR60002T1EC4,BOND,케이에프에이치이사일이유동화전문 2-1(사모/콜/중),BOND,KR,4.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60002T1EC4
KR60002T2EC2,BOND,케이에프에이치이사일이유동화전문 2-2(사모/콜/중),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60002T2EC2
KR60002Y1EC7,BOND,케이에프에프이사일이유동화전문 1(사모/콜),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60002Y1EC7
KR60002Y2EC5,BOND,케이에프에프이사일이유동화전문 2-1(사모/콜/중),BOND,KR,4.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60002Y2EC5
KR60002Y3EC3,BOND,케이에프에프이사일이유동화전문 2-2(사모/콜/중),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60002Y3EC3
KR6000301B81,BOND,대유플러스 9CB(사모/전환/풋),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000301B81
KR6000301BB8,BOND,대유플러스 10CB(사모/전환/풋),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000301BB8
KR6000301C31,BOND,대유플러스 12(분리신/풋),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000301C31
KR6000301D55,BOND,대유플러스13(PCBO사모/콜),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000301D55
KR6000301D71,BOND,대유플러스14(분리신/풋),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000301D71
KR6000301EA4,BOND,대유플러스 15CB(사모/전환),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000301EA4
KR6000371734,BOND,한화손해보험 신종자본증권 9(사모/콜/후),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000371734
KR60003718A8,BOND,한화손해보험 11(콜/후),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60003718A8
KR6000371C36,BOND,한화손해보험12(후)(콜/후),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000371C36
KR6000371C51,BOND,한화손해보험신종자본증권 13(사모/콜/후),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000371C51
KR6000371C93,BOND,한화손해보험신종자본증권 14(콜/후),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000371C93
KR6000371E83,BOND,한화손해보험15(후)(콜/후),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000371E83
KR6000371F17,BOND,한화손해보험16(후)(콜/후),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000371F17
KR6000391FC8,BOND,삼화페인트공업 22EB(사모/교환/풋),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000391FC8
KR60003A1EC4,BOND,코스모스그린 1(사모/콜/강제),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60003A1EC4
KR60003J1EC5,BOND,디비닉스제사십이차 1-1(사모/콜/강제),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60003J1EC5
KR60003J1G23,BOND,디비닉스제사십이차 2-1(사모/콜/강제),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60003J1G23
KR60003J2EC3,BOND,디비닉스제사십이차 1-2(사모/콜/강제),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60003J2EC3
KR60003J2G22,BOND,디비닉스제사십이차 2-2(사모/콜/강제),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60003J2G22
KR60003Y1EC6,BOND,비욘드지와이제이차1(사모),BOND,KR,5.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60003Y1EC6
KR60004016C2,BOND,롯데손해보험 3(후)(사모/콜/후),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60004016C2
KR60004017B2,BOND,롯데손해보험 5(후)(콜/후),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60004017B2
KR6000401861,BOND,롯데손해보험6(후)(사모/콜/후)(사모/콜/후),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000401861
KR60004019C6,BOND,롯데손해보험 7(후)(콜/후),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR60004019C6
KR6000401A57,BOND,롯데손해보험 8(후)(콜/후),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000401A57
KR6000401BC4,BOND,롯데손해보험 신종자본증권 3(콜/후),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000401BC4
KR6000401C97,BOND,롯데손해보험9(후)(콜/후),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000401C97
KR6000401D62,BOND,롯데손해보험10(후)(사모/콜/후),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000401D62
KR6000401D70,BOND,롯데손해보험11(후)(콜/후),BOND,KR,1.0,True,,False,,,False,,False,2026-07-11,PRBD01N001,PD_NO=KR6000401D70
