AFTER_TAX_YIELD,APPLIED_YIELD,AVG_ANNUAL_TAX_YIELD,BDBNS_ABL_CHNL_NM,BDBNS_ABL_CHNL_TCD,BD_INRT_TCD,BD_INTP_TCD,BD_KND,BD_OFR_TCD,BD_TISU_A,BUYABLE_QUANTITY,BUY_YIELD,CORP_AFTER_TAX_YIELD,CORP_PRETAX_YIELD,COV,CRD_GRD,CRD_GRD_DT,CURR_CD,DEPO_EQUIV_YIELD_154,DEPO_EQUIV_YIELD_495,DIRTY,DUR,EVAL_PRICE,EXG_CLOSE_PRICE,EXG_CLOSE_PRICE_BASE_DT,EXG_CLOSE_YIELD,EXRT_GRTE_ERN_R,EXRT_GRTE_ERN_R_TCD,EXRT_RPY_R,INFO_BASE_DT,INFO_SEQ,ISU_BAL_AMT,ISU_DT,MAT_DT,NDY_APPLIED_YIELD,NDY_COV,NDY_DIRTY,NDY_DUR,NDY_EVAL_PRICE,PD_ABRV_ENG_NM,PD_ABRV_NM,PD_CTRY_CD,PD_ENG_NM,PD_EXG_MKT,PD_NM,PD_NO,PD_PBCM,PD_PEN_TR_YN,PD_RISK_GCD,PD_RISK_NM,PD_STD_INFO_UPDATE,PREF_TAX_YIELD,REMAINING_DAYS,SALE_YIELD_BASE_DT,SRFC_IRT,STD_PD_MCLS_NM,STD_PD_SCLS_NM,TRADE_PRICE,drv_is_perpetual,drv_maturity_status,drv_is_matured,drv_is_buyable,drv_crd_grd_norm,drv_crd_grd_rank,drv_risk_grade,drv_std_info_lag_days,drv_is_intl_bond
,4.275,,,,고정금리,복리채,지역개발채,공모,2156545000,,,,,24.4856,,,KRW,,,9070.23,4.5476,9070.23,,,,0.0,99,100.0,2026-08-21,1,2156545000.0,2026-04-30,2031-04-30,4.275,24.4481,9071.26,4.5623,9071.26,SEJONG PROVINCIAL26-04,세종지역개발26-04,KR,SEJONG PROVINCIAL DEVELOPMENT26-04,장외,세종지역개발채권26-04,KR2101012G45,세종특별자치시,Y,16,매우낮은위험(6등급),2026-08-21,,1713.0,,2.0,국공채,지역개발,,N,active,N,Y,,,6,1,N
,3.608,,,,고정금리,이표채,특수은행채,공모,300000000000,,,,,104.52,AA0,2021-03-11,KRW,,,9232.1,6.6178,9232.1,,,,0.0,99,100.0,2026-08-21,1,300000000000.0,2021-03-11,2031-03-11,3.608,190.0986,9233.01,7.4155,9233.01,IBK CoCoBond(PWD)2103C(HY)perpA-11(S),기업은행 조건부(상)2103이(신)영A-11(사),KR,Industrial BANK of Korea CoCoBond(PWD)2103C(HY)perpA-11(S),장외,중소기업은행 조건부자본증권(상) 2103이(신)영구A-11사(조건상각/콜/후),KR310504GB32,(주)중소기업은행,Y,12,높은위험(2등급),2026-08-21,,1663.0,,3.11,특수채,특수은행채,,N,active,N,Y,AA,3,2,1,N
,3.735,,,,고정금리,이표채,일반은행채,공모,400000000000,,,,,1.1125,AAA,2025-08-04,KRW,,,9899.13,0.9398,9899.13,,,,0.0,99,100.0,2026-08-21,1,400000000000.0,2025-08-05,2027-08-05,3.735,1.1067,9900.13,0.9386,9900.13,SHINHAN BANK29-08COUP2A,신한은행29-08-이-2-A,KR,SHINHAN BANK29-08COUP2A,장외,신한은행29-08-이-2-A,KR6000011F88,(주)신한은행,N,15,낮은위험(5등급),2026-08-21,,349.0,,2.54,회사채,은행채,,N,active,N,Y,AAA,1,5,1,N
,4.196,,,,고정금리,이표채,일반회사채,공모,100000000000,,,,,1.5796,A0,2025-05-15,KRW,,,9972.9,1.1382,9972.9,,,,0.0,99,100.0,2026-08-21,1,100000000000.0,2024-10-23,2027-10-22,4.196,1.5724,9974.03,1.1372,9974.03,KAL108-1,대한항공108-1,KR,KOREAN AIR LINES108-1,장외,대한항공108-1,KR6003491EA0,(주)대한항공,Y,14,보통위험(4등급),2026-08-21,,427.0,,3.703,회사채,일반사채,,N,active,N,Y,A,6,4,1,N
,4.664,,,,고정금리,이표채,할부금융채,공모,80000000000,,,,,2.6804,A+,2025-03-19,KRW,,,9946.08,1.5094,9946.08,,,,0.0,99,100.0,2026-08-21,1,80000000000.0,2025-03-19,2028-03-17,4.664,2.6718,9947.34,1.5088,9947.34,LOTTE CAPITAL476-2,롯데캐피탈476-2,KR,LOTTE CAPITAL476-2,장외,롯데캐피탈476-2,KR6029692F34,롯데캐피탈(주),Y,14,보통위험(4등급),2026-08-21,,574.0,,3.869,회사채,일반사채,,N,active,N,Y,A+,5,4,1,N
,4.714,,,,고정금리,이표채,할부금융채,공모,30000000000,,,,,0.5388,A0,2024-04-12,KRW,,,10129.97,0.6247,10129.97,,,,0.0,99,100.0,2026-08-21,1,30000000000.0,2024-04-12,2027-04-12,4.714,0.5334,10131.25,0.6233,10131.25,KIC111-3,한국투자캐피탈111-3,KR,Korea Investment Capital111-3,장외,한국투자캐피탈111-3,KR6214348E49,한국투자캐피탈(주),N,14,보통위험(4등급),2026-08-21,,234.0,,5.788,회사채,일반사채,,N,active,N,Y,A,6,4,1,N
,3.957,,,,고정금리,이표채,할부금융채,공모,100000000000,,,,,0.1148,A0,2025-06-24,KRW,,,10054.84,0.2556,10054.84,,,,0.0,99,100.0,2026-08-21,1,100000000000.0,2025-06-24,2026-11-24,3.957,0.1088,10055.91,0.2539,10055.91,KIC128-2,한국투자캐피탈128-2,KR,Korea Investment Capital128-2,장외,한국투자캐피탈128-2,KR6214344F67,한국투자캐피탈(주),Y,14,보통위험(4등급),2026-08-21,,95.0,,3.781,회사채,일반사채,,N,active,N,Y,A,6,4,1,N
4.2468,4.329,0.0,온오프 겸용,0,고정금리,복리채,도시철도공채,공모,53332735000,0.0,4.289,4.2468,4.6662,26.9637,,,KRW,5.019,6.57,9580.98,4.7885,9580.98,,,,0.0,99,100.0,2026-08-21,2,52832295000.0,2024-07-31,2031-07-31,4.329,26.9378,9582.08,4.8037,9582.08,SEOUL SUBWAY24-07,서울도시철도24-07,KR,SEOUL METROPOLITAN CITY SUBWAY BOND24-07,장외,서울도시철도공채증권 24-07,KR2001024E78,서울특별시,Y,16,매우낮은위험(6등급),2026-08-21,4.4075,1805.0,2026-08-21,2.5,국공채,도시철도,9599.0,N,active,N,Y,,,6,1,N
3.5315,3.868,0.0,온오프 겸용,0,고정금리,복리채,지역개발채,공모,24923025000,0.0,3.831,3.5315,3.9348,7.2705,,,KRW,4.174,5.224,10342.37,2.2971,10342.37,,,,0.0,99,100.0,2026-08-21,2,24721625000.0,2023-12-31,2028-12-31,3.868,7.2317,10343.45,2.3032,10343.45,CHUNGNAM PROVINCIAL23-12,충남지역개발23-12,KR,CHUNGNAM PROVINCIAL DEVELOPMENT23-12,장외,충남지역개발채권 23-12,KR2022012DC8,충청남도,Y,16,매우낮은위험(6등급),2026-08-21,3.686,863.0,2026-08-21,2.5,국공채,지역개발,10351.0,N,active,N,Y,,,6,1,N
3.2741,3.64,0.0,온오프 겸용,0,고정금리,복리채,지역개발채,공모,123859815000,0.0,3.622,3.2741,3.6675,3.193,,,KRW,3.87,4.758,10741.99,1.4099,10741.99,,,,0.0,99,100.0,2026-08-21,2,117663485000.0,2023-01-31,2028-01-31,3.64,3.1526,10743.05,1.4128,10743.05,KYUNGKI PROVINCIAL23-01,경기지역개발23-01,KR,KYUNGKI PROVINCIAL DEVELOPMENT23-01,장외,경기지역개발채권 23-01,KR2044022D14,경기도,Y,16,매우낮은위험(6등급),2026-08-21,3.4248,528.0,2026-08-21,2.5,국공채,지역개발,10744.0,N,active,N,Y,,,6,1,N
3.3637,3.528,0.0,온오프 겸용,0,고정금리,복리채,지역개발채,공모,17902875000,0.0,3.514,3.3637,3.5289,2.1407,,,KRW,3.976,5.932,10137.76,1.0813,10137.76,,,,0.0,99,100.0,2026-08-21,2,17837365000.0,2022-09-30,2027-09-30,3.528,2.1214,10138.74,1.0827,10138.74,CHUNNAM PROVINCIAL22-09,전남지역개발22-09,KR,CHUNNAM PROVINCIAL DEVELOPMENT22-09,장외,전남지역개발채권 22-09,KR2066022C91,전남광주통합특별시,Y,16,매우낮은위험(6등급),2026-08-21,3.4275,405.0,2026-08-21,1.05,국공채,지역개발,10139.0,N,active,N,Y,,,6,1,N
4.2823,4.31,0.0,온오프 겸용,0,고정금리,복리채,지역개발채,공모,21941195000,0.0,4.271,4.2823,4.6384,26.1137,,,KRW,5.061,6.918,8992.92,4.7075,8992.92,,,,0.0,99,100.0,2026-08-21,2,21822730000.0,2026-06-30,2031-06-30,4.31,26.083,8993.95,4.7226,8993.95,KYUNGBUK PROVINCIAL26-06,경북지역개발26-06,KR,KYUNGBUK PROVINCIAL DEVELOPMENT26-06,장외,경북지역개발채권 26-06,KR2077022G60,경상북도,Y,16,매우낮은위험(6등급),2026-08-21,4.4188,1774.0,2026-08-21,2.0,국공채,지역개발,9009.0,N,active,N,Y,,,6,1,N
4.1852,4.305,0.0,온오프 겸용,0,고정금리,이표채,일반회사채,공모,20000000000,0.0,4.27,4.1852,4.4575,14.5836,AAA,2020-06-17,KRW,4.947,7.093,9082.06,3.6672,9082.06,,,,0.0,99,100.0,2026-08-21,2,20000000000.0,2020-06-17,2030-06-17,4.305,14.5671,9083.12,3.6685,9083.12,KT193-3,KT193-3,KR,KT193-3,장외,KT193-3,KR6030203A62,(주)케이티,Y,15,낮은위험(5등급),2026-08-21,4.2895,1396.0,2026-08-21,1.608,회사채,일반사채,9093.0,N,active,N,Y,AAA,1,5,1,N
3.2288,3.39,0.0,온오프 겸용,0,고정금리,복리채,지역개발채,공모,10489185000,0.0,3.39,3.3921,3.3921,1.2125,,,KRW,3.816,5.676,10266.15,0.7569,10266.15,,,,0.0,99,100.0,2026-08-21,3,10487215000.0,2022-05-31,2027-05-31,3.39,1.1828,10267.08,0.7575,10267.08,ULSAN PROVINCIAL22-05,울산지역개발22-05,KR,ULSAN PROVINCIAL DEVELOPMENT22-05,장외,울산지역개발채권 22-05,KR2008012C53,울산광역시,Y,16,매우낮은위험(6등급),2026-08-21,3.2937,283.0,2026-08-21,1.05,국공채,지역개발,10266.0,N,active,N,Y,,,6,1,N
,3.619,,,,고정금리,복리채,국민주택1종,공모,1293903210000,,,,,3.8102,,,KRW,,,10072.6,1.5674,10072.6,8992.0,2023-04-28,3.529,0.0,99,100.0,2026-08-21,1,1278445290000.0,2023-03-31,2028-03-31,3.619,3.7709,10073.58,1.5707,10073.58,KNHB (Ⅰ)23-03,국민주택1종23-03,KR,KOREA NATIONAL HOUSING BOND (Ⅰ)23-03,장내,국민주택1종채권 23-03,KR101501DD39,대한민국,Y,16,매우낮은위험(6등급),2026-08-21,,588.0,,1.3,국공채,국민주택,,N,active,N,Y,,,6,1,N
,3.645,,,,고정금리,복리채,국민주택1종,공모,1134986050000,,,,,4.1479,,,KRW,,,10039.17,1.647,10039.17,8909.0,2023-05-31,3.73,0.0,99,100.0,2026-08-21,1,1130680960000.0,2023-04-30,2028-04-30,3.645,4.1118,10040.15,1.6505,10040.15,KNHB (Ⅰ)23-04,국민주택1종23-04,KR,KOREA NATIONAL HOUSING BOND (Ⅰ)23-04,장내,국민주택1종채권 23-04,KR101501DD47,대한민국,Y,16,매우낮은위험(6등급),2026-08-21,,618.0,,1.3,국공채,국민주택,,N,active,N,Y,,,6,1,N
,4.721,,,,고정금리,이표채,국고채권,공모,30235050000000,,,,,371.9484,,,KRW,,,7889.63,16.4069,7889.63,0.0,,0.0,0.0,99,100.0,2026-08-21,1,28290050000000.0,2024-03-10,2054-03-10,4.721,371.8703,7890.64,16.4366,7890.64,KTB03250-5403(24-2),국고03250-5403(24-2),KR,KOREA TREASURY BOND03250-5403(24-2),장내,국고채권 03250-5403(24-2),KR103502GE30,대한민국,Y,16,매우낮은위험(6등급),2026-08-21,,10063.0,,3.25,국공채,국고채,,N,active,N,Y,,,6,1,N
,4.329,,,,고정금리,복리채,도시철도공채,공모,53332735000,,,,,26.9637,,,KRW,,,9580.98,4.7885,9580.98,9395.0,2024-08-30,3.366,0.0,99,100.0,2026-08-21,1,52832295000.0,2024-07-31,2031-07-31,4.329,26.9378,9582.08,4.8037,9582.08,SEOUL SUBWAY24-07,서울도시철도24-07,KR,SEOUL METROPOLITAN CITY SUBWAY BOND24-07,장내,서울도시철도공채증권 24-07,KR2001024E78,서울특별시,Y,16,매우낮은위험(6등급),2026-08-21,,1805.0,,2.5,국공채,도시철도,,N,active,N,Y,,,6,1,N
,3.501,,,,고정금리,복리채,도시철도공채,공모,10874755000,,,,,1.9315,,,KRW,,,10169.88,1.0008,10169.88,8451.0,2022-09-30,4.584,0.0,99,100.0,2026-08-21,1,10828835000.0,2022-08-31,2027-08-31,3.501,1.9227,10170.86,1.0018,10170.86,BUSAN SUBWAY22-08,부산도시철도22-08,KR,BUSAN SUBWAY22-08,장내,부산도시철도공채증권 22-08,KR2006024C87,부산광역시,Y,16,매우낮은위험(6등급),2026-08-21,,375.0,,1.05,국공채,도시철도,,N,active,N,Y,,,6,1,N
,4.201,,,,고정금리,복리채,도시철도공채,공모,3824760000,,,,,21.467,,,KRW,,,9224.26,4.2313,9224.26,9248.0,2026-01-30,3.666,0.0,99,100.0,2026-08-21,1,3824760000.0,2025-12-31,2030-12-31,4.201,21.4266,9225.31,4.2447,9225.31,DAEGU SUBWAY25-12,대구도시철도25-12,KR,DAEGU SUBWAY25-12,장내,대구도시철도공채증권 25-12,KR2007024FC7,대구광역시,Y,16,매우낮은위험(6등급),2026-08-21,,1593.0,,2.0,국공채,도시철도,,N,active,N,Y,,,6,1,N
,3.777,,,,고정금리,복리채,지역개발채,공모,96163500000,,,,,4.8797,,,KRW,,,10560.15,1.8072,10560.15,9270.0,2023-07-31,4.135,0.0,99,100.0,2026-08-21,1,95860125000.0,2023-06-30,2028-06-30,3.777,4.8549,10561.21,1.8112,10561.21,KYUNGKI PROVINCIAL23-06,경기지역개발23-06,KR,KYUNGKI PROVINCIAL DEVELOPMENT23-06,장내,경기지역개발채권 23-06,KR2044022D63,경기도,Y,16,매우낮은위험(6등급),2026-08-21,,679.0,,2.5,국공채,지역개발,,N,active,N,Y,,,6,1,N
,4.078,,,,고정금리,복리채,지역개발채,공모,13588960000,,,,,14.0647,,,KRW,,,9856.02,3.3469,9856.02,9817.0,2025-02-28,2.924,0.0,99,100.0,2026-08-21,1,13524590000.0,2025-01-31,2030-01-31,4.078,14.0228,9857.11,3.3569,9857.11,KYUNGBUK PROVINCIAL25-01,경북지역개발25-01,KR,KYUNGBUK PROVINCIAL DEVELOPMENT25-01,장내,경북지역개발채권 25-01,KR2077012F14,경상북도,Y,16,매우낮은위험(6등급),2026-08-21,,1259.0,,2.5,국공채,지역개발,,N,active,N,Y,,,6,1,N
,4.18,,,,고정금리,이표채,일반특수법인채,공모,150000000000,,,,,9.3338,AAA,2019-07-24,KRW,,,9290.75,2.8203,9290.75,0.0,,0.0,0.0,99,100.0,2026-08-21,1,150000000000.0,2019-07-24,2029-07-24,4.18,9.3175,9291.79,2.8233,9291.79,KR326,국가철도공단채권326,KR,KOREA NATIONAL RAILWAY BOND326,장내,국가철도공단채권 326,KR352701G970,국가철도공단,Y,16,매우낮은위험(6등급),2026-08-21,,1068.0,,1.537,특수채,공사채,,N,active,N,Y,AAA,1,6,1,N
,4.538,,,,고정금리,이표채,일반특수법인채,공모,150000000000,,,,,83.0685,AAA,2016-05-26,KRW,,,8018.45,8.6169,8018.45,0.0,,0.0,0.0,99,100.0,2026-08-21,1,150000000000.0,2016-05-26,2036-05-26,4.538,83.0341,8019.43,8.6315,8019.43,KR283,국가철도공단채권283,KR,KOREA NATIONAL RAILWAY BOND283,장내,국가철도공단채권 283,KR352702G655,국가철도공단,N,16,매우낮은위험(6등급),2026-08-21,,3566.0,,1.946,특수채,공사채,,N,active,N,Y,AAA,1,6,1,N
,4.662,,,,고정금리,이표채,일반은행채,공모,300000000000,,,,,14.211,AA0,2020-06-18,KRW,,,9179.88,3.635,9179.88,0.0,,0.0,0.0,99,100.0,2026-08-21,1,300000000000.0,2020-06-18,2030-06-18,4.662,14.3378,9180.89,3.6259,9180.89,WRBANK CoCoBond(PWD)24-06-COUP(D)10@-18,우리은행조건부(상)24-06-이(후)10-갑-18,KR,WOORI BANK CoCoBond(PWD)24-06-COUP(D)10@-18,장내,우리은행조건부자본증권(상)24-06-이(후)10-갑-18(조건상각/후),KR6000032A62,(주)우리은행,N,12,높은위험(2등급),2026-08-21,,1397.0,,2.2,회사채,은행채,,N,active,N,Y,AA,3,2,1,N
,3.61,,,,고정금리,이표채,신용카드채,공모,50000000000,,,,,0.3802,AA+,2021-02-26,KRW,,,9943.69,0.5062,9943.69,,,,0.0,99,100.0,2026-08-21,1,50000000000.0,2021-02-26,2027-02-26,3.61,0.3774,9944.67,0.5046,9944.67,SHINHAN CARD2103-2,신한카드2103-2,KR,SHINHAN CARD2103-2,장외,신한카드 2103-2,KR6032717B25,신한카드(주),Y,15,낮은위험(5등급),2026-08-21,,189.0,,1.704,회사채,일반사채,,N,active,N,Y,AA+,2,5,1,N
,4.697,,,,고정금리,이표채,일반회사채,공모,232000000000,,,,,6.4518,A0,2026-03-10,KRW,,,10012.27,2.3821,10012.27,0.0,,0.0,0.0,99,100.0,2026-08-21,1,232000000000.0,2026-03-10,2029-03-09,4.697,6.4403,10013.55,2.3824,10013.55,KAL115-1,대한항공115-1,KR,KOREAN AIR LINES115-1,장내,대한항공115-1,KR6003491G31,(주)대한항공,Y,14,보통위험(4등급),2026-08-21,,931.0,,4.39,회사채,일반사채,,N,active,N,Y,A,6,4,1,N
,5.118,,,,고정금리,이표채,금융지주회사채,공모,400000000000,,,,,212.072,AA-,2023-05-31,KRW,,,10388.05,5.2488,10388.05,0.0,,0.0,0.0,99,100.0,2026-08-21,1,400000000000.0,2023-05-31,2028-05-31,5.118,212.014,10389.2,7.966,10389.2,NHFG CoCoBond(PWD)5,농협금융 조건부(상)5,KR,NONGHYUP FINANCIAL Contingent Convertible Bond(PWD)5,장내,NH농협금융지주 조건부자본증권(상)5(조건상각/콜/후),KR6166263D50,농협금융지주(주),Y,11,매우높은위험(1등급),2026-08-21,,649.0,,5.3,회사채,일반사채,,N,active,N,Y,AA-,4,1,1,N
,3.119,,,,고정금리,복리채,국민주택1종,공모,1217370020000,,,,,0.6385,,,KRW,,,10341.2,0.5125,10341.2,,,,0.0,99,100.0,2026-08-21,1,1214739700000.0,2022-02-28,2027-02-28,3.119,0.5979,10342.07,0.5125,10342.07,KNHB (Ⅰ)22-02,국민주택1종22-02,KR,KOREA NATIONAL HOUSING BOND (Ⅰ)22-02,장외,국민주택1종채권 22-02,KR101501DC22,대한민국,Y,16,매우낮은위험(6등급),2026-08-21,,191.0,,1.0,국공채,국민주택,,N,active,N,Y,,,6,1,N
,4.005,,,,고정금리,복리채,국민주택1종,공모,1349737420000,,,,,17.992,,,KRW,,,9002.11,3.8284,9002.11,,,,0.0,99,100.0,2026-08-21,1,1344150210000.0,2025-07-31,2030-07-31,4.005,17.9693,9003.07,3.8393,9003.07,KNHB (Ⅰ)25-07,국민주택1종25-07,KR,KOREA NATIONAL HOUSING BOND (Ⅰ)25-07,장외,국민주택1종채권 25-07,KR101501DF78,대한민국,Y,16,매우낮은위험(6등급),2026-08-21,,1440.0,,1.0,국공채,국민주택,,N,active,N,Y,,,6,1,N
,3.836,,,,고정금리,복리채,도시철도공채,공모,51611375000,,,,,6.0436,,,KRW,,,9891.58,2.0513,9891.58,,,,0.0,99,100.0,2026-08-21,1,51533910000.0,2021-09-30,2028-09-30,3.836,6.0218,9892.62,2.0561,9892.62,SEOUL SUBWAY21-09,서울도시철도21-09,KR,SEOUL METROPOLITAN CITY SUBWAY BOND21-09,장외,서울도시철도공채증권 21-09,KR2001024B97,서울특별시,Y,16,매우낮은위험(6등급),2026-08-21,,771.0,,1.0,국공채,도시철도,,N,active,N,Y,,,6,1,N
,3.947,,,,고정금리,복리채,도시철도공채,공모,63381800000,,,,,9.1116,,,KRW,,,9649.17,2.6151,9649.17,,,,0.0,99,100.0,2026-08-21,1,63309395000.0,2022-04-30,2029-04-30,3.947,9.0749,9650.18,2.6223,9650.18,SEOUL SUBWAY22-04,서울도시철도22-04,KR,SEOUL METROPOLITAN CITY SUBWAY BOND22-04,장외,서울도시철도공채증권 22-04,KR2001024C47,서울특별시,Y,16,매우낮은위험(6등급),2026-08-21,,983.0,,1.0,국공채,도시철도,,N,active,N,Y,,,6,1,N
,4.064,,,,고정금리,복리채,지역개발채,공모,13471415000,,,,,12.8697,,,KRW,,,9927.77,3.1819,9927.77,,,,0.0,99,100.0,2026-08-21,1,13339700000.0,2024-11-30,2029-11-30,4.064,12.8327,9928.86,3.1911,9928.86,KANGWON PROVINCIAL24-11,강원지역개발24-11,KR,KANGWON PROVINCIAL DEVELOPMENT24-11,장외,강원지역개발채권 24-11,KR2002022EB1,강원도,N,16,매우낮은위험(6등급),2026-08-21,,1197.0,,2.5,국공채,지역개발,,N,active,N,Y,,,6,1,N
,3.946,,,,고정금리,복리채,지역개발채,공모,9935850000,,,,,9.1116,,,KRW,,,10193.4,2.6151,10193.4,,,,0.0,99,100.0,2026-08-21,1,9916145000.0,2024-04-30,2029-04-30,3.946,9.075,10194.47,2.6223,10194.47,INCHEON PROVINCIAL24-04,인천지역개발24-04,KR,INCHEON PROVINCIAL DEVELOPMENT24-04,장외,인천지역개발채권 24-04,KR2004022E41,인천광역시,N,16,매우낮은위험(6등급),2026-08-21,,983.0,,2.5,국공채,지역개발,,N,active,N,Y,,,6,1,N
,3.39,,,,고정금리,복리채,지역개발채,공모,8611965000,,,,,1.2125,,,KRW,,,10266.15,0.7569,10266.15,,,,0.0,99,100.0,2026-08-21,1,8605345000.0,2022-05-31,2027-05-31,3.39,1.1828,10267.08,0.7575,10267.08,KWANGJU PROVINCIAL22-05,광주지역개발22-05,KR,KWANGJU PROVINCIAL DEVELOPMENT22-05,장외,광주지역개발채권 22-05,KR2005022C57,전남광주통합특별시,Y,16,매우낮은위험(6등급),2026-08-21,,283.0,,1.05,국공채,지역개발,,N,active,N,Y,,,6,1,N
,2.875,,,,고정금리,복리채,지역개발채,공모,1850265000,,,,,0.0139,,,KRW,,,10527.73,0.0262,10527.73,,,,0.0,99,100.0,2026-08-21,1,1850265000.0,2021-08-31,2026-08-31,2.875,0.0087,10528.56,0.0244,10528.56,BUSAN PROVINCIAL21-08,부산지역개발21-08,KR,BUSAN PROVINCIAL DEVELOPMENT21-08,장외,부산지역개발채권 21-08,KR2006012B82,부산광역시,N,16,매우낮은위험(6등급),2026-08-21,,10.0,,1.05,국공채,지역개발,,N,active,N,Y,,,6,1,N
,2.897,,,,고정금리,복리채,지역개발채,공모,3792770000,,,,,0.069,,,KRW,,,10502.69,0.1072,10502.69,,,,0.0,99,100.0,2026-08-21,1,3773245000.0,2021-09-30,2026-09-30,2.897,0.0523,10503.52,0.1057,10503.52,BUSAN PROVINCIAL21-09,부산지역개발21-09,KR,BUSAN PROVINCIAL DEVELOPMENT21-09,장외,부산지역개발채권 21-09,KR2006012B90,부산광역시,N,16,매우낮은위험(6등급),2026-08-21,,40.0,,1.05,국공채,지역개발,,N,active,N,Y,,,6,1,N
,3.858,,,,고정금리,복리채,지역개발채,공모,2922085000,,,,,6.8382,,,KRW,,,10378.27,2.2144,10378.27,,,,0.0,99,100.0,2026-08-21,1,2920455000.0,2023-11-30,2028-11-30,3.858,6.8033,10379.36,2.2201,10379.36,BUSAN PROVINCIAL23-11,부산지역개발23-11,KR,BUSAN PROVINCIAL DEVELOPMENT23-11,장외,부산지역개발채권 23-11,KR2006012DB0,부산광역시,Y,16,매우낮은위험(6등급),2026-08-21,,832.0,,2.5,국공채,지역개발,,N,active,N,Y,,,6,1,N
,3.557,,,,고정금리,복리채,지역개발채,공모,3871215000,,,,,2.3767,,,KRW,,,10104.19,1.1643,10104.19,,,,0.0,99,100.0,2026-08-21,1,3864910000.0,2022-10-31,2027-10-31,3.557,2.3489,10105.17,1.1662,10105.17,BUSAN PROVINCIAL22-10,부산지역개발22-10,KR,BUSAN PROVINCIAL DEVELOPMENT22-10,장외,부산지역개발채권 22-10,KR2006022CA3,부산광역시,Y,16,매우낮은위험(6등급),2026-08-21,,436.0,,1.05,국공채,지역개발,,N,active,N,Y,,,6,1,N
,3.528,,,,고정금리,복리채,지역개발채,공모,10431085000,,,,,2.1407,,,KRW,,,10137.76,1.0813,10137.76,,,,0.0,99,100.0,2026-08-21,1,10418160000.0,2022-09-30,2027-09-30,3.528,2.1214,10138.74,1.0827,10138.74,ULSAN PROVINCIAL22-09,울산지역개발22-09,KR,ULSAN PROVINCIAL DEVELOPMENT22-09,장외,울산지역개발채권 22-09,KR2008012C95,울산광역시,Y,16,매우낮은위험(6등급),2026-08-21,,405.0,,1.05,국공채,지역개발,,N,active,N,Y,,,6,1,N
,2.897,,,,고정금리,복리채,지역개발채,공모,14070970000,,,,,0.069,,,KRW,,,10502.69,0.1072,10502.69,,,,0.0,99,100.0,2026-08-21,1,14051030000.0,2021-09-30,2026-09-30,2.897,0.0523,10503.52,0.1057,10503.52,CHUNGNAM PROVINCIAL21-09,충남지역개발21-09,KR,CHUNGNAM PROVINCIAL DEVELOPMENT21-09,장외,충남지역개발채권 21-09,KR2022012B97,충청남도,Y,16,매우낮은위험(6등급),2026-08-21,,40.0,,1.05,국공채,지역개발,,N,active,N,Y,,,6,1,N
,3.612,,,,고정금리,복리채,지역개발채,공모,27879290000,,,,,2.8988,,,KRW,,,10037.51,1.3273,10037.51,,,,0.0,99,100.0,2026-08-21,1,27655140000.0,2022-12-31,2027-12-31,3.612,2.8607,10038.5,1.3299,10038.5,CHUNGNAM PROVINCIAL22-12,충남지역개발22-12,KR,CHUNGNAM PROVINCIAL DEVELOPMENT22-12,장외,충남지역개발채권 22-12,KR2022022CC9,충청남도,Y,16,매우낮은위험(6등급),2026-08-21,,497.0,,1.05,국공채,지역개발,,N,active,N,Y,,,6,1,N
,2.974,,,,고정금리,복리채,지역개발채,공모,19461245000,,,,,0.241,,,KRW,,,10450.03,0.2714,10450.03,,,,0.0,99,100.0,2026-08-21,1,19442985000.0,2021-11-30,2026-11-30,2.974,0.208,10450.87,0.2705,10450.87,CHUNNAM PROVINCIAL21-11,전남지역개발21-11,KR,CHUNNAM PROVINCIAL DEVELOPMENT21-11,장외,전남지역개발채권 21-11,KR2066022BB0,전남광주통합특별시,Y,16,매우낮은위험(6등급),2026-08-21,,101.0,,1.05,국공채,지역개발,,N,active,N,Y,,,6,1,N
,3.668,,,,고정금리,복리채,지역개발채,공모,7475410000,,,,,3.4748,,,KRW,,,10708.04,1.4843,10708.04,,,,0.0,99,100.0,2026-08-21,1,7432795000.0,2023-02-28,2028-02-29,3.668,3.4342,10709.1,1.4875,10709.1,KYUNGNAM PROVINCIAL23-02,경남지역개발23-02,KR,KYUNGNAM PROVINCIAL DEVELOPMENT23-02,장외,경남지역개발채권 23-02,KR2088012D21,경상남도,Y,16,매우낮은위험(6등급),2026-08-21,,557.0,,2.5,국공채,지역개발,,N,active,N,Y,,,6,1,N
,4.328,,,,고정금리,복리채,지역개발채,공모,2116890000,,,,,26.9639,,,KRW,,,8953.54,4.7885,8953.54,,,,0.0,99,100.0,2026-08-21,1,2092665000.0,2026-07-31,2031-07-31,4.328,26.938,8954.56,4.8037,8954.56,KYUNGNAM PROVINCIAL26-07,경남지역개발26-07,KR,KYUNGNAM PROVINCIAL DEVELOPMENT26-07,장외,경남지역개발채권 26-07,KR2088022G75,경상남도,N,16,매우낮은위험(6등급),2026-08-21,,1805.0,,2.0,국공채,지역개발,,N,active,N,Y,,,6,1,N
