AFTER_TAX_YIELD,APPLIED_YIELD,AVG_ANNUAL_TAX_YIELD,BDBNS_ABL_CHNL_NM,BDBNS_ABL_CHNL_TCD,BD_INRT_TCD,BD_INTP_TCD,BD_KND,BD_OFR_TCD,BD_TISU_A,BUYABLE_QUANTITY,BUY_YIELD,CORP_AFTER_TAX_YIELD,CORP_PRETAX_YIELD,COV,CRD_GRD,CRD_GRD_DT,CURR_CD,DEPO_EQUIV_YIELD_154,DEPO_EQUIV_YIELD_495,DIRTY,DUR,EVAL_PRICE,EXG_CLOSE_PRICE,EXG_CLOSE_PRICE_BASE_DT,EXG_CLOSE_YIELD,EXRT_GRTE_ERN_R,EXRT_GRTE_ERN_R_TCD,EXRT_RPY_R,INFO_BASE_DT,INFO_SEQ,ISU_BAL_AMT,ISU_DT,MAT_DT,NDY_APPLIED_YIELD,NDY_COV,NDY_DIRTY,NDY_DUR,NDY_EVAL_PRICE,PD_ABRV_ENG_NM,PD_ABRV_NM,PD_CTRY_CD,PD_ENG_NM,PD_EXG_MKT,PD_NM,PD_NO,PD_PBCM,PD_PEN_TR_YN,PD_RISK_GCD,PD_RISK_NM,PD_STD_INFO_UPDATE,PREF_TAX_YIELD,REMAINING_DAYS,SALE_YIELD_BASE_DT,SRFC_IRT,STD_PD_MCLS_NM,STD_PD_SCLS_NM,TRADE_PRICE,drv_is_perpetual,drv_maturity_status,drv_is_matured,drv_is_buyable,drv_crd_grd_norm,drv_crd_grd_rank,drv_risk_grade,drv_std_info_lag_days,drv_is_intl_bond
4.0888,4.256,0.0,온오프 겸용,0,고정금리,복리채,지역개발채,공모,18596365000,120893000.0,4.118,4.0888,4.4397,23.7082,,,KRW,4.833,6.557,9108.95,4.4688,9108.95,,,,0.0,99,100.0,2026-08-21,1,18481260000.0,2026-03-31,2031-03-31,4.256,23.6679,9109.99,4.4832,9109.99,KYUNGBUK PROVINCIAL26-03,경북지역개발26-03,KR,KYUNGBUK PROVINCIAL DEVELOPMENT26-03,장외,경북지역개발채권 26-03,KR2077022G37,경상북도,Y,16,매우낮은위험(6등급),2026-08-21,4.2232,1683.0,2026-08-21,2.0,국공채,지역개발,9164.0,N,active,N,Y,,,6,1,N
4.1084,4.275,0.0,온오프 겸용,0,고정금리,복리채,지역개발채,공모,14967740000,309765000.0,4.13,4.1084,4.4604,24.4856,,,KRW,4.856,6.591,9070.23,4.5476,9070.23,,,,0.0,99,100.0,2026-08-21,1,14908585000.0,2026-04-30,2031-04-30,4.275,24.4481,9071.26,4.5623,9071.26,KYUNGBUK PROVINCIAL26-04,경북지역개발26-04,KR,KYUNGBUK PROVINCIAL DEVELOPMENT26-04,장외,경북지역개발채권 26-04,KR2077022G45,경상북도,Y,16,매우낮은위험(6등급),2026-08-21,4.2432,1713.0,2026-08-21,2.0,국공채,지역개발,9129.0,N,active,N,Y,,,6,1,N
,4.515,,,,고정금리,복리채,지역개발채,사모,225000000,,,,,44.9789,,,KRW,,,9202.86,5.4739,9202.86,,,,0.0,99,100.0,2026-08-21,1,0.0,1998-08-11,2038-08-11,4.515,44.9505,9203.95,5.4921,9203.95,CHEJU PROVINCIAL(S)98-08-11,제주지역개발(특)98-08-11,KR,CHEJU PROVINCIAL DEVELOPMENT(S)98-08-11,장외,제주지역개발(특)98-08-11(사모),KR2099022J87,제주도,N,16,매우낮은위험(6등급),2026-08-21,,4373.0,,3.0,국공채,지역개발,,N,active,N,Y,,,6,1,N
,3.916,,,,고정금리,이표채,특수은행채,공모,140000000000,,,,,4.0986,AAA,2026-07-23,KRW,,,9985.53,1.8912,9985.53,,,,0.0,99,100.0,2026-08-21,1,140000000000.0,2026-08-10,2028-08-10,3.916,4.0894,9986.58,1.8907,9986.58,KDB26COUP0200-0810-2,산금26신이0200-0810-2,KR,THE KOREA  DEVELOPMENT BANK26COUP0200-0810-2,장외,산업금융채권 26신이0200-0810-2,KR310205GG88,한국산업은행,N,16,매우낮은위험(6등급),2026-08-21,,720.0,,3.78,특수채,특수은행채,,N,active,N,Y,AAA,1,6,1,N
,3.145,,,,변동금리,이표채,특수은행채,공모,70000000000,,,,,0.0036,AAA,2026-08-07,KRW,,,10008.14,0.0226,10008.14,,,,0.0,99,100.0,2026-08-21,1,70000000000.0,2026-08-07,2027-08-07,3.145,0.0055,10008.96,0.0237,10008.96,IBK(FRN)2608COUP1A-07,기업은행(변)2608이1A-07,KR,INDUSTRIAL BANK OF KOREA(FRN)2608COUP1A-07,장외,중소기업은행(변) 2608이1A-07,KR310502GG88,(주)중소기업은행,N,16,매우낮은위험(6등급),2026-08-21,,351.0,,3.106,특수채,특수은행채,,N,active,N,Y,AAA,1,6,1,N
4.2922,4.499,0.0,온오프 겸용,0,고정금리,이표채,일반특수법인채,공모,110000000000,16292285000.0,4.3,4.2922,4.6503,54.0997,AAA,2019-05-15,KRW,5.073,6.929,8360.18,7.0628,8360.18,,,,0.0,99,100.0,2026-08-21,1,110000000000.0,2019-05-15,2034-05-15,4.499,54.0718,8361.19,7.0675,8361.19,KOGAS394,한국가스공사394,KR,KOREA GAS394,장외,한국가스공사 394,KR350801G954,한국가스공사(주),N,16,매우낮은위험(6등급),2026-08-21,4.4294,2824.0,2026-08-21,1.972,특수채,공사채,8478.0,N,active,N,Y,AAA,1,6,1,N
,3.067,,,,고정금리,이표채,일반특수법인채,공모,30000000000,,,,,0.1379,AAA,2016-11-30,KRW,,,10025.6,0.2708,10025.6,,,,0.0,99,100.0,2026-08-21,1,30000000000.0,2016-11-30,2026-11-30,3.067,0.1357,10026.44,0.269,10026.44,KOSME556,중소벤처기업진흥채권556,KR,Korea SMEs and Startups Agency556,장외,중소벤처기업진흥채권556,KR351604G6B8,중소벤처기업진흥공단,N,16,매우낮은위험(6등급),2026-08-21,,101.0,,2.193,특수채,공사채,,N,active,N,Y,AAA,1,6,1,N
,3.833,,,,고정금리,복리채,지방공사보상채권,공모,5524000000,,,,,1.9192,AA+,2024-08-02,KRW,,,10500.13,0.9985,10500.13,,,,0.0,99,100.0,2026-08-21,1,5524000000.0,2024-08-31,2027-08-31,3.833,1.9107,10501.23,0.9998,10501.23,BMC(LAND)(CENTUM2) 24-08,부산도시공사(보상)(센텀2) 24-08,KR,BUSAN METROPOLITAN CORPORATION(LAND)(CENTUM2) 24-08,장외,부산도시공사(보상)(센텀2) 24-08,KR353101DE88,부산도시공사,N,16,매우낮은위험(6등급),2026-08-21,,375.0,,2.96,특수채,일반사채,,N,active,N,Y,AA+,2,6,1,N
,4.248,,,,고정금리,복리채,지방공사보상채권,공모,624000000,,,,,8.0909,AA+,2026-02-26,KRW,,,9636.35,2.448,9636.35,,,,0.0,99,100.0,2026-08-21,1,624000000.0,2026-02-28,2029-02-28,4.248,8.0515,9637.45,2.4555,9637.45,GNDC(LAND)(HA)26-04,경남개발공사(보상)(용두)26-04,KR,GYEONGNAM DEVELOPMENT CORPORATION(LAND)(HA)26-04,장외,경남개발공사(보상)(용두)26-04,KR355003DG23,경남개발공사,N,16,매우낮은위험(6등급),2026-08-21,,922.0,,2.3,특수채,일반사채,,N,active,N,Y,AA+,2,6,1,N
,3.489,,,,고정금리,복리채,지방공사보상채권,공모,455000000,,,,,0.6347,AA+,2024-02-28,KRW,,,10793.67,0.5114,10793.67,,,,0.0,99,100.0,2026-08-21,1,455000000.0,2024-02-29,2027-02-28,3.489,0.5946,10794.69,0.5115,10794.69,"CNDC(LAND)(6-2402, Gyeryong)",충남개발공사보상(계룡 6차-2402),KR,"CHUNGCHEONGNAMDO DEVELOPMENT CORPORATION(LAND)(6-2402, Gyeryong)",장외,충청남도개발공사보상 (계룡 6차-2402),KR355601DE21,충청남도개발공사,N,16,매우낮은위험(6등급),2026-08-21,,191.0,,3.2,특수채,일반사채,,N,active,N,Y,AA+,2,6,1,N
,3.625,,,,고정금리,복리채,지방공사보상채권,공모,11000000,,,,,0.8079,AA0,2024-03-18,KRW,,,10715.87,0.5936,10715.87,,,,0.0,99,100.0,2026-08-21,1,11000000.0,2024-03-31,2027-03-31,3.625,0.7697,10716.91,0.594,10716.91,PUC(LAND)(PTLAKE)2024-06A,평택도시공사보상(평택호)2024-06가,KR,PYEONGTAEK URBAN CORPORATION(LAND)(PTLAKE)2024-06A,장외,평택도시공사보상(평택호)2024-06가,KR356503DE36,평택도시공사,N,16,매우낮은위험(6등급),2026-08-21,,222.0,,3.08,특수채,일반사채,,N,active,N,Y,AA,3,6,1,N
,3.371,,,,변동금리,이표채,특수은행채,공모,50000000000,,,,,0.0013,AAA,2026-05-28,KRW,,,9993.96,0.017,9993.96,,,,0.0,99,100.0,2026-08-21,1,50000000000.0,2026-05-28,2027-05-28,3.371,0.0011,9994.78,0.0162,9994.78,Suhyup Bank26-5COUP(F)12-28,수산금융채권(은행)26-5이(변)12-28,KR,Suhyup Bank26-5COUP(F)12-28,장외,수산금융채권(은행) 26-5이(변)12-28,KR380604GG54,수협은행,N,16,매우낮은위험(6등급),2026-08-21,,280.0,,3.03,특수채,특수은행채,,N,active,N,Y,AAA,1,6,1,N
,3.15,,,,변동금리,이표채,특수은행채,공모,100000000000,,,,,0.0009,AAA,2026-01-27,KRW,,,10014.23,0.0168,10014.23,,,,0.0,99,100.0,2026-08-21,1,100000000000.0,2026-01-27,2027-01-27,3.15,0.0006,10015.06,0.0152,10015.06,Suhyup Bank26-1COUP(F)12-27,수산금융채권(은행)26-1이(변)12-27,KR,Suhyup Bank26-1COUP(F)12-27,장외,수산금융채권(은행) 26-1이(변)12-27,KR380607GG10,수협은행,N,16,매우낮은위험(6등급),2026-08-21,,159.0,,3.02,특수채,특수은행채,,N,active,N,Y,AAA,1,6,1,N
,3.007,,,,변동금리,이표채,특수은행채,공모,300000000000,,,,,0.0016,AAA,2026-05-27,KRW,,,10022.85,0.0221,10022.85,,,,0.0,99,100.0,2026-08-21,1,300000000000.0,2026-05-27,2027-01-27,3.007,0.0013,10023.7,0.023,10023.7,KOREA EXIM BANK(FRN)2605H-COUP-245,한국수출입금융(변)2605아-이표-245,KR,THE EXPORTIMPORT BANK OF KOREA(FRN)2605H-COUP-245,장외,한국수출입금융(변) 2605아-이표-245,KR380811GG53,한국수출입은행,N,16,매우낮은위험(6등급),2026-08-21,,159.0,,3.054,특수채,특수은행채,,N,active,N,Y,AAA,1,6,1,N
,3.469,,,,고정금리,할인채,Conduit회사채,사모,716000000,,,,,0.223,AAA,2025-10-29,KRW,,,9909.58,0.2585,9909.58,,,,0.0,99,100.0,2026-08-21,1,716000000.0,2025-05-29,2026-11-25,3.469,0.2196,9910.51,0.2558,9910.51,NONGHYEOPLOVE7TH2-2,농협사랑제7차2-2,KR,NONGHYEOPLOVE7TH2-2,장외,농협사랑제7차 2-2(사모),KR60006H4F51,농협사랑제7차(주),N,15,낮은위험(5등급),2026-08-21,,96.0,,2.993,회사채,일반사채,,N,active,N,Y,AAA,1,5,1,N
,3.457,,,,고정금리,이표채,Conduit회사채,사모,5000000000,,,,,14.146,AA+,2026-06-16,KRW,,,9997.63,3.5816,9997.63,,,,0.0,99,100.0,2026-08-21,1,5000000000.0,2026-06-16,2030-06-20,3.457,14.1261,9998.57,3.5789,9998.57,cosmos silver7,코스모스실버7,KR,cosmos silver7,장외,코스모스실버 7(사모),KR60009D1G64,코스모스실버(주),N,15,낮은위험(5등급),2026-08-21,,1399.0,,3.31,회사채,일반사채,,N,active,N,Y,AA+,2,5,1,N
,5.355,,,,고정금리,이표채,Conduit회사채,사모,20000000000,,,,,13.7501,AA+,2025-01-23,KRW,,,9589.19,3.5251,9589.19,,,,0.0,99,100.0,2026-08-21,1,20000000000.0,2025-01-23,2030-06-20,5.355,13.7304,9590.59,3.5224,9590.59,Higoldenrabbit 1st1-1,하이골든래빗제일차1-1,KR,Higoldenrabbit 1st1-1,장외,하이골든래빗제일차1-1(사모),KR60014H1F17,하이골든래빗제일차(주),N,15,낮은위험(5등급),2026-08-21,,1399.0,,4.07,회사채,일반사채,,N,active,N,Y,AA+,2,5,1,N
,4.211,,,,고정금리,할인채,Conduit회사채,사모,300000000,,,,,1.2547,AAA,2025-12-09,KRW,,,9675.17,0.7811,9675.17,,,,0.0,99,100.0,2026-08-21,1,300000000.0,2025-12-09,2027-06-08,4.211,1.2475,9676.25,0.7785,9676.25,good champion 1st1-3,굿챔피온제일차1-3,KR,good champion 1st1-3,장외,굿챔피온제일차1-3(사모),KR60021Z1FC0,굿챔피온제일차(주),N,15,낮은위험(5등급),2026-08-21,,291.0,,3.45,회사채,일반사채,,N,active,N,Y,AAA,1,5,1,N
,4.109,,,,고정금리,할인채,Conduit회사채,사모,194000000,,,,,1.0552,AAA,2025-11-24,KRW,,,9713.5,0.7038,9713.5,,,,0.0,99,100.0,2026-08-21,1,194000000.0,2025-11-24,2027-05-10,4.109,1.0485,9714.56,0.7011,9714.56,KSFCHOPE2ND2-6,증금희망제2차2-6,KR,KSFCHOPE2ND2-6,장외,증금희망제2차2-6(사모),KR60026C2FB2,증금희망제2차(주),N,15,낮은위험(5등급),2026-08-21,,262.0,,3.27,회사채,일반사채,,N,active,N,Y,AAA,1,5,1,N
,3.91,,,,변동금리,이표채,Conduit회사채,사모,30000000000,,,,,2.6439,AA+,2025-06-23,KRW,,,10066.58,0.9232,10066.58,,,,0.0,99,100.0,2026-08-21,1,5000000000.0,2025-06-23,2030-06-21,3.91,2.6389,10067.59,0.9219,10067.59,metaemergen 4th1-1,메타이머전제사차1-1,KR,metaemergen 4th1-1,장외,메타이머전제사차1-1(사모/콜),KR60036N1F67,메타이머전제사차(주),N,15,낮은위험(5등급),2026-08-21,,1400.0,,3.92,회사채,일반사채,,N,active,N,Y,AA+,2,5,1,N
,4.146,,,,고정금리,할인채,Conduit회사채,사모,685000000,,,,,1.42,AAA,2026-01-07,KRW,,,9656.63,0.8404,9656.63,,,,0.0,99,100.0,2026-08-21,1,685000000.0,2026-01-06,2027-06-30,4.146,1.4123,9657.69,0.8377,9657.69,rucross 9th1-2,루크로스제구차1-2,KR,rucross 9th1-2,장외,루크로스제구차 1-2(사모),KR60037C2G17,루크로스제구차(주),N,15,낮은위험(5등급),2026-08-21,,313.0,,3.3661,회사채,일반사채,,N,active,N,Y,AAA,1,5,1,N
,4.125,,,,고정금리,이표채,일반회사채,사모,23800000000,,,,,1.7826,AAA,2025-11-21,KRW,,,9977.66,1.2073,9895.98,,,,0.0,99,100.0,2026-08-21,1,23800000000.0,2025-11-21,2027-11-21,4.125,1.7902,9897.08,1.2145,9897.08,KleanNara135-1,깨끗한나라135-1,KR,KleanNara135-1,장외,깨끗한나라135-1(사모/QIB),KR6004541FB6,깨끗한나라(주),N,15,낮은위험(5등급),2026-08-21,,457.0,,3.267,회사채,일반사채,,N,active,N,Y,AAA,1,5,1,N
,7.52,,,,고정금리,이표채,일반회사채,사모,6000000000,,,,,1.695,,,KRW,,,10113.51,1.1648,9938.51,,,,0.0,99,100.0,2026-08-21,1,6000000000.0,2025-11-21,2027-11-21,7.52,1.7179,9940.5,1.1826,9940.5,KleanNara135-2,깨끗한나라135-2,KR,KleanNara135-2,장외,깨끗한나라135-2(사모),KR6004542FB4,깨끗한나라(주),N,11,매우높은위험(1등급),2026-08-21,,457.0,,7.0,회사채,일반사채,,N,active,N,Y,,,1,1,N
,1.075,,,,고정금리,이표채,일반회사채,사모,9848128200,,,,,16.8784,,,KRW,,,9567.84,4.1083,9567.84,,,,0.0,04,100.0,2026-08-21,1,9848128200.0,2025-09-30,2030-09-30,1.075,16.867,9568.58,4.1069,9568.58,DUCKSUNG1EB,덕성1EB,KR,DUCKSUNG1EB,장외,덕성1EB(사모/교환/풋),KR6004831F96,(주)덕성,N,11,매우높은위험(1등급),2026-08-21,,1501.0,,0.0,회사채,일반사채,,N,active,N,Y,,,1,1,N
,4.586,,,,고정금리,단리채,일반은행채,공모,100000000000,,,,,650.3331,AAA,2025-03-13,KRW,,,6694.82,27.3836,6694.82,,,,0.0,99,100.0,2026-08-21,1,100000000000.0,2025-03-13,2055-03-13,4.586,834.196,6695.75,28.4362,6695.75,HANA BANK48-03COMP30@-13(C),하나은행48-03단30갑-13(고콜),KR,HANA BANK48-03COMP30@-13(C),장외,하나은행48-03단30갑-13(고콜)(콜),KR6004943F34,(주)하나은행,N,15,낮은위험(5등급),2026-08-21,,10431.0,,4.7,회사채,은행채,,N,active,N,Y,AAA,1,5,1,N
,4.572,,,,고정금리,단리채,일반은행채,공모,50000000000,,,,,81.0253,AAA,2026-05-29,KRW,,,9929.16,7.92,9929.16,,,,0.0,99,100.0,2026-08-21,1,50000000000.0,2026-05-29,2036-05-29,4.572,81.0047,9930.44,8.2767,9930.44,HANA BANK49-05COMP10@-29(C),하나은행49-05단10갑-29(고콜),KR,HANA BANK49-05COMP10@-29(C),장외,하나은행49-05단10갑-29(고콜)(콜),KR6004946G55,(주)하나은행,N,15,낮은위험(5등급),2026-08-21,,3569.0,,5.37,회사채,은행채,,N,active,N,Y,AAA,1,5,1,N
,4.518,,,,고정금리,이표채,Conduit회사채,사모,50000000000,,,,,0.2723,,,KRW,,,10010.19,0.4827,10010.19,,,,0.0,99,100.0,2026-08-21,1,50000000000.0,2026-08-12,2027-02-15,4.518,0.2694,10011.43,0.48,10011.43,DBAPOLLO NO.343,디비아폴로제삼십사차3,KR,DBAPOLLO NO.343,장외,디비아폴로제삼십사차3(사모/콜),KR60079P1G87,디비아폴로제삼십사차(주),N,11,매우높은위험(1등급),2026-08-21,,178.0,,4.5,회사채,일반사채,,N,active,N,Y,,,1,1,N
,4.096,,,,고정금리,이표채,Conduit회사채,사모,10200000000,,,,,0.2737,AAA,2026-03-16,KRW,,,9957.46,0.4835,9957.46,,,,0.0,99,100.0,2026-08-21,1,10200000000.0,2025-07-15,2027-02-15,4.096,0.2708,9958.58,0.4808,9958.58,YT 2nd1-3,와이티제이차1-3,KR,YT 2nd1-3,장외,와이티제이차 1-3(사모),KR60080J3F79,와이티제이차(주),N,15,낮은위험(5등급),2026-08-21,,178.0,,3.1,회사채,일반사채,,N,active,N,Y,AAA,1,5,1,N
,4.973,,,,고정금리,이표채,Conduit회사채,사모,30000000,,,,,3.438,,,KRW,,,9930.2,1.7127,9930.2,,,,0.0,99,100.0,2026-08-21,1,30000000.0,2025-12-10,2028-06-10,4.973,3.4281,9931.54,1.7101,9931.54,Plus Alpha 5th1-2,플러스알파제오차1-2,KR,Plus Alpha 5th1-2,장외,플러스알파제오차1-2(사모),KR60082Y2FC5,플러스알파제오차(주),N,11,매우높은위험(1등급),2026-08-21,,659.0,,4.1,회사채,일반사채,,N,active,N,Y,,,1,1,N
,4.819,,,,고정금리,이표채,Conduit회사채,사모,130000000000,,,,,1.7316,AA0,2025-11-13,KRW,,,9899.31,1.1916,9899.31,,,,0.0,99,100.0,2026-08-21,1,130000000000.0,2025-11-13,2027-11-13,4.819,1.7245,9900.61,1.1889,9900.61,AUXILIUM1,옥실리움제일차1,KR,AUXILIUM1,장외,옥실리움제일차1(사모/콜/강제),KR60094T1FB2,옥실리움제일차(주),N,15,낮은위험(5등급),2026-08-21,,449.0,,3.9,회사채,일반사채,,N,active,N,Y,AA,3,5,1,N
,85.659,,,,고정금리,단리채,,공모,2967000000,,,,,5.7765,C0,2025-09-24,KRW,,,2848.71,1.991,2848.71,,,,0.0,99,100.0,2026-08-21,1,0.0,2025-09-30,2028-12-30,85.659,5.7669,2849.42,1.9892,2849.42,Kodit 2025 18th SEC1-2(S),신보2025제18차유동화1-2(사),KR,Kodit 2025 the 18th Securitization Specialty1-2(S),장외,신보2025제18차유동화전문1-2(사),KR60107H2F91,,N,11,매우높은위험(1등급),2026-08-21,,862.0,,3.157,회사채,일반사채,,N,active,N,Y,C,19,1,1,N
,5.266,,,,고정금리,이표채,Conduit회사채,사모,50000000000,,,,,61.5131,,,KRW,,,9163.55,7.1939,9163.55,,,,0.0,99,100.0,2026-08-21,1,50000000000.0,2025-10-29,2035-06-10,5.266,61.4734,9164.85,7.1913,9164.85,Golden emergen 1st1-1,골든이머전제일차1-1,KR,Golden emergen 1st1-1,장외,골든이머전제일차 1-1(사모/콜/강제),KR60117K1FA6,골든이머전제일차(주),N,11,매우높은위험(1등급),2026-08-21,,3215.0,,3.957,회사채,일반사채,,N,active,N,Y,,,1,1,N
,3.862,,,,고정금리,이표채,Conduit회사채,사모,400000000,,,,,6.8314,,,KRW,,,9837.92,2.461,9837.92,,,,0.0,99,100.0,2026-08-21,1,400000000.0,2025-12-11,2029-03-22,3.862,6.8174,9838.96,2.4582,9838.96,KCGISF33,케이씨지아이에스에프3,KR,KCGISF33,장외,케이씨지아이에스에프제삼차3(사모),KR60120D3FC2,케이씨지아이에스에프제삼차(주),N,11,매우높은위험(1등급),2026-08-21,,944.0,,3.0,회사채,일반사채,,N,active,N,Y,,,1,1,N
,6.024,,,,고정금리,이표채,Conduit회사채,사모,100000000,,,,,8.4425,AA+,2026-04-17,KRW,,,9911.03,2.7385,9911.03,,,,0.0,99,100.0,2026-08-21,1,100000000.0,2026-04-16,2029-08-16,6.024,8.4272,9912.65,2.7358,9912.65,redhorse 5th1-2,레드홀스제오차1-2,KR,redhorse 5th1-2,장외,레드홀스제오차1-2(사모),KR60152P2G40,레드홀스제오차(주),N,15,낮은위험(5등급),2026-08-21,,1091.0,,5.5,회사채,일반사채,,N,active,N,Y,AA+,2,5,1,N
,4.586,,,,고정금리,이표채,Conduit회사채,사모,10000000000,,,,,0.498,,,KRW,,,10051.22,0.5905,10051.22,,,,0.0,99,100.0,2026-08-21,1,10000000000.0,2026-03-27,2027-03-30,4.586,0.4941,10052.48,0.5878,10052.48,sentenial 2nd1-1,센테니얼제이차1-1,KR,sentenial 2nd1-1,장외,센테니얼제이차1-1(사모/콜/강제),KR60174Y1G39,센테니얼제이차(주),N,11,매우높은위험(1등급),2026-08-21,,221.0,,4.35,회사채,일반사채,,N,active,N,Y,,,1,1,N
,3.807,,,,고정금리,이표채,일반회사채,사모,30000000000,,,,,17.333,,,KRW,,,8853.53,4.7835,8853.53,,,,1.0,02,105.1205,2026-08-21,1,30000000000.0,2026-05-28,2031-05-28,3.807,17.3264,8854.85,4.7828,8854.85,DS DANSUK32CB,디에스단석32CB,KR,DS DANSUK32CB,장외,디에스단석32CB(사모/전환/풋),KR6017861G58,(주)디에스단석,N,11,매우높은위험(1등급),2026-08-21,,1741.0,,0.0,회사채,일반사채,,N,active,N,Y,,,1,1,N
,3.805,,,,고정금리,이표채,일반회사채,사모,50000000000,,,,,0.1864,BBB0,2025-02-26,KRW,,,10152.28,0.3336,10152.28,,,,0.0,99,100.0,2026-08-21,1,50000000000.0,2025-02-25,2026-12-24,3.805,0.1842,10153.33,0.3309,10153.33,AAR106,아시아나항공106,KR,ASIANA AIRLINE106,장외,아시아나항공 106(사모),KR6020561F23,아시아나항공(주),N,13,다소높은위험(3등급),2026-08-21,,125.0,,4.87,회사채,일반사채,,N,active,N,Y,BBB,9,3,1,N
,3.994,,,,변동금리,이표채,Conduit회사채,사모,3000000000,,,,,0.0215,AA+,2026-06-26,KRW,,,10014.87,0.0997,10014.87,,,,0.0,99,100.0,2026-08-21,1,3000000000.0,2026-06-26,2027-04-26,3.994,0.0215,10015.75,0.0997,10015.75,BS Milyang the 1st1-1,비에스밀양제일차1-1,KR,BS Milyang the 1st1-1,장외,비에스밀양제일차1-1(사모/강제),KR60218Z1G64,비에스밀양제일차(주),N,15,낮은위험(5등급),2026-08-21,,248.0,,3.76,회사채,일반사채,,N,active,N,Y,AA+,2,5,1,N
,6.301,,,,고정금리,이표채,일반회사채,사모,15000000000,,,,,19.1305,,,KRW,,,8386.47,4.778,8386.47,,,,0.0,04,100.0,2026-08-21,1,15000000000.0,2026-05-28,2031-05-28,6.301,19.1261,8388.32,4.7776,8388.32,KOR PHARM5CB,한국파마5CB,KR,KOREA PHARMACY5CB,장외,한국파마5CB(사모/전환/풋),KR6032301G55,(주)한국파마,N,11,매우높은위험(1등급),2026-08-21,,1741.0,,0.0,회사채,일반사채,,N,active,N,Y,,,1,1,N
,0.0,,,,고정금리,이표채,일반회사채,사모,30000000000,,,,,2.7298,,,KRW,,,14306.96,1.8623,14306.96,,,,0.0,04,100.0,2026-08-21,1,700000000.0,2024-07-08,2028-07-08,0.0,2.7271,14309.79,1.8616,14309.79,KMW10CB,케이엠더블유10CB,KR,KMW10CB,장외,케이엠더블유10CB(사모/전환/풋),KR6032501E71,(주)케이엠더블유,N,11,매우높은위험(1등급),2026-08-21,,687.0,,0.0,회사채,일반사채,,N,active,N,Y,,,1,1,N
,0.0,,,,고정금리,이표채,일반회사채,사모,8000000000,,,,,2.3681,,,KRW,,,11933.32,1.7252,11933.32,,,,3.0,02,106.2537,2026-08-21,1,8000000000.0,2025-05-26,2028-05-26,0.0,2.3656,11935.45,1.7245,11935.45,Panstar enterprise24CB,팬스타엔터프라이즈24CB,KR,Panstar enterprise24CB,장외,팬스타엔터프라이즈 24CB(사모/전환/풋),KR6054301F50,(주)팬스타엔터프라이즈,N,11,매우높은위험(1등급),2026-08-21,,644.0,,1.0,회사채,일반사채,,N,active,N,Y,,,1,1,N
,4.836,,,,고정금리,이표채,할부금융채,사모,6500000000,,,,,1.3602,BBB+,2026-04-20,KRW,,,9958.08,1.0544,9958.08,,,,0.0,99,100.0,2026-08-21,1,6500000000.0,2026-04-20,2027-09-20,4.836,1.3539,9959.38,1.0516,9959.38,DB CAPITAL141,디비캐피탈141,KR,DB CAPITAL141,장외,디비캐피탈 141(사모),KR6059662G44,디비캐피탈(주),N,13,다소높은위험(3등급),2026-08-21,,395.0,,4.1,회사채,일반사채,,N,active,N,Y,BBB+,8,3,1,N
,3.462,,,,고정금리,이표채,일반은행채,공모,350000000000,,,,,0.4524,AAA,2025-09-16,KRW,,,9994.8,0.5643,9994.8,,,,0.0,99,100.0,2026-08-21,1,350000000000.0,2025-09-17,2027-03-17,3.462,0.4477,9995.74,0.5627,9995.74,KOOKMIN4509COUP(03)1.5-17,국민은행4509이표일(03)1.5-17,KR,KOOKMIN BANK4509COUP(03)1.5-17,장외,국민은행4509이표일(03)1.5-17,KR6060003F90,(주)국민은행,N,15,낮은위험(5등급),2026-08-21,,208.0,,2.57,회사채,은행채,,N,active,N,Y,AAA,1,5,1,N
,3.164,,,,변동금리,이표채,일반은행채,공모,200000000000,,,,,0.001,AAA,2026-07-27,KRW,,,10016.11,0.0149,10016.11,,,,0.0,99,100.0,2026-08-21,1,200000000000.0,2026-07-27,2027-07-27,3.164,0.0009,10016.92,0.0139,10016.92,KOOKMIN4607COUP(01)1FRN-27,국민은행4607이(01)1변-27,KR,KOOKMIN BANK4607COUP(01)1FRN-27,장외,국민은행 4607이(01)1변-27,KR6060006G70,(주)국민은행,N,15,낮은위험(5등급),2026-08-21,,340.0,,3.11,회사채,은행채,,N,active,N,Y,AAA,1,5,1,N
,5.492,,,,고정금리,이표채,일반회사채,사모,130000000000,,,,,92.214,AA0,2023-05-31,KRW,,,9816.38,8.689,9816.38,,,,0.0,99,100.0,2026-08-21,1,130000000000.0,2023-05-31,2038-05-31,5.492,92.1671,9817.84,8.6863,9817.84,LGE101,LG전자101,KR,LG ELECTRONICS101,장외,LG전자101(사모),KR6066571D59,LG전자(주),N,15,낮은위험(5등급),2026-08-21,,4301.0,,5.147,회사채,일반사채,,N,active,N,Y,AA,3,5,1,N
